id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price_range,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
737,Home Away From Home-Room in Bronx,1402951,Clara,Bronx,Wakefield,40.89557,-73.8447,Private room,5,50,2,15,6/9/2019,0.17,1,337
738,Private clean pleasant spacious room.,164675,Janice,Brooklyn,Kensington,40.64277,-73.97296,Private room,6,60,2,20,1/21/2019,0.42,1,347
739,"Charming Hotel Alternative
Mount Sinai",661399,Vivianne,Manhattan,East Harlem,40.79111,-73.94466,Private room,10,99,3,25,6/15/2019,0.96,2,127
740,SUNNY 2-bdrm CHILD-friendly Uptwn by Centrl Park!,1406773,Eyal And Amy,Manhattan,Harlem,40.79951,-73.95257,Entire home/apt,13,130,2,35,5/27/2019,0.42,1,41
741,Resort-like living in Williamsburg,1380703,Vishal,Brooklyn,Williamsburg,40.71647,-73.93974,Entire home/apt,29,290,30,1,9/24/2013,0.01,1,0
742,Hudson Yards with views of The Highline Park,1408733,Sergio,Manhattan,Chelsea,40.75114,-74.00195,Entire home/apt,35,350,3,64,6/2/2019,0.7,1,18
743,Brooklyn: A Huge Bedroom + Good Vibes,1410714,Antoinette,Brooklyn,Crown Heights,40.66431,-73.93216,Private room,5,50,3,26,2/16/2019,0.33,1,158
744,One stop from Midtown Manhattan!,1413098,M,Queens,Long Island City,40.74579,-73.95012,Private room,10,96,2,244,6/25/2019,2.74,1,270
745,"Private Room Very Near L train, Bushwick",1093220,Chavisa,Brooklyn,Bushwick,40.70278,-73.92673,Private room,5,45,15,21,1/15/2019,0.29,3,88
746,Cozy New York  City private room,1366310,Janina,Queens,Woodside,40.74409,-73.91122,Private room,9,85,2,270,7/7/2019,2.95,2,306
747,Bed-stuy Royal Room,1398639,Juliet,Brooklyn,Bedford-Stuyvesant,40.68812,-73.93254,Private room,3,34,10,16,3/27/2019,0.19,3,216
748,SUPER CUTE EAST VILLAGE APARTMENT,1415590,Cameron,Manhattan,East Village,40.72454,-73.99151,Entire home/apt,25,250,3,24,6/27/2019,0.26,1,16
749,GREAP STUDIO / 4PPL IN MIDTOWN,1315849,Javier Pedraza,Brooklyn,Williamsburg,40.71073,-73.96207,Private room,19,190,1,30,6/28/2019,0.33,2,365
750,BEDFORD AV.  ROOM IN WILLIAMSBURG..,1315849,Javier Pedraza,Brooklyn,Williamsburg,40.71028,-73.96128,Private room,8,75,2,5,9/7/2015,0.06,2,365
751,Sleep & Wake near Botanical Gardens,1217923,Kevin,Brooklyn,Prospect-Lefferts Gardens,40.65772,-73.96131,Entire home/apt,9,93,4,115,6/12/2019,1.25,1,312
752,Tranquil in the heart of Brooklyn 2,1417166,Lex,Brooklyn,Bedford-Stuyvesant,40.68884,-73.95059,Private room,6,60,5,9,6/25/2019,0.19,2,33
753,Tranquil in the heart of Brooklyn 1,1417166,Lex,Brooklyn,Bedford-Stuyvesant,40.6865,-73.95372,Private room,7,65,5,45,5/26/2019,0.52,2,0
754,"Easy, comfortable studio in Midtown",1387370,James,Manhattan,Midtown,40.75282,-73.97315,Entire home/apt,13,125,365,19,9/8/2015,0.21,1,365
755,Huge luxury 1BR apt near Central Park South(4 ppl),1362808,Max,Manhattan,Upper East Side,40.76373,-73.96897,Entire home/apt,30,300,3,5,12/31/2018,0.08,1,27
756,Beautiful brownstone apartment,1423798,Aj,Manhattan,Greenwich Village,40.73388,-73.99452,Entire home/apt,15,150,2,203,6/20/2019,2.22,1,300
757,1 Bd. MANHATTAN NY Entire Apt. 1 yr-6 months min.,1423613,Arthur,Manhattan,Washington Heights,40.85774,-73.92901,Entire home/apt,6,56,122,20,1/2/2018,0.41,1,216
758,Luxury Designer Downtown Apartment,1195295,M,Manhattan,East Village,40.72257,-73.98465,Entire home/apt,30,299,3,49,10/27/2018,0.53,1,365
759,Spacious room on charming block in Greenpoint!,511993,Diana,Brooklyn,Greenpoint,40.72723,-73.95728,Private room,6,60,4,6,4/21/2019,0.07,1,303
760,"SUNNY, SPACIOUS APT. in  FT. GREENE",1402817,Valerie,Brooklyn,Fort Greene,40.69135,-73.97321,Entire home/apt,9,88,5,7,6/18/2017,0.08,1,0
761,Guest Room in Authentic Williamsburg Factory Loft,1427381,Elizabeth,Brooklyn,Williamsburg,40.70513,-73.95505,Private room,6,60,2,35,6/30/2019,0.38,2,161
762,6 Bedroom Landmark West Village Townhouse,605463,West Village,Manhattan,West Village,40.73301,-74.00268,Entire home/apt,130,1300,5,28,9/25/2018,0.31,4,297
763,Beautiful bed and bath - Manhattan,1429642,Delia,Manhattan,East Harlem,40.79793,-73.93612,Private room,20,200,6,0,,,1,0
764,Beautiful Room Near Central Park!,1433395,Stacia,Manhattan,Harlem,40.80285,-73.95166,Private room,10,99,2,54,6/24/2019,0.88,1,50
765,Fantastic 1-bedroom basement apt.,1434654,Andrew,Brooklyn,Bushwick,40.70642,-73.91665,Entire home/apt,11,110,3,115,6/25/2019,1.75,2,28
766,"Private Clinton Hill, Brooklyn Apt",1434931,Aaron,Brooklyn,Clinton Hill,40.68156,-73.96537,Entire home/apt,14,135,5,6,6/24/2019,0.13,1,317
767,Charming furnished Studio-Loft,1436404,Catherine,Manhattan,Upper East Side,40.77368,-73.95198,Entire home/apt,11,110,15,1,8/31/2014,0.02,1,275
768,Lovely 2 bedroom apartment with backyard access,1417757,Kwab,Brooklyn,Bedford-Stuyvesant,40.68631,-73.93702,Entire home/apt,17,165,3,204,6/30/2019,2.31,1,80
769,Nights in White Satin in the Slope,1440691,Dena,Brooklyn,Sunset Park,40.65992,-73.99042,Entire home/apt,13,127,180,1,9/1/2016,0.03,1,365
770,"The Carlton, Brooklyn brownstone Duplex w/ garden",130901,Chauncey,Brooklyn,Prospect Heights,40.67847,-73.97038,Entire home/apt,40,402,3,89,6/23/2019,0.97,1,340
771,Comfortable Manhattanville.,305972,Allan,Manhattan,Harlem,40.81371,-73.95585,Private room,9,85,6,130,6/2/2019,1.42,2,97
772,Beautiful lrg 1800's syle apt share,1447684,Rosa,Brooklyn,Greenpoint,40.72868,-73.95835,Private room,8,75,7,15,6/8/2019,0.25,3,365
773,Location wins for East Village Apt,1448432,Jim,Manhattan,East Village,40.73168,-73.98662,Entire home/apt,14,139,30,52,5/13/2019,0.6,1,314
774,Sunny Entire Apt with Romantic Bedroom,950657,Michelle,Brooklyn,Prospect-Lefferts Gardens,40.65689,-73.9533,Entire home/apt,7,70,6,58,12/29/2017,0.63,1,0
775,Furnished room for rent - Manhattan,1451723,Bia,Manhattan,East Harlem,40.7928,-73.93967,Private room,5,50,3,208,6/11/2019,2.32,1,339
776,Large Room in a Huge NY apartment.,1452026,Heidi,Queens,Astoria,40.77117,-73.91905,Private room,3,30,5,3,6/20/2017,0.03,1,0
777,West Village NYC Sun-filled Studio!,1132207,Cathryne,Manhattan,West Village,40.73729,-74.00807,Entire home/apt,25,250,30,7,4/21/2013,0.08,1,35
778,"Large, furnished room in a 2 bedroom!",368528,Ally,Brooklyn,Crown Heights,40.66984,-73.95141,Private room,6,64,1,1,3/18/2017,0.04,1,0
779,Huge Apartment!  Amazing View!,1455825,Erica,Manhattan,Harlem,40.82977,-73.94071,Entire home/apt,30,300,3,2,4/10/2018,0.06,1,365
780,#1 Yellow Block BnB/see at Net Flix Show Stay Here,1420300,Gordy,Brooklyn,Bedford-Stuyvesant,40.68492,-73.95489,Entire home/apt,80,800,4,122,7/2/2019,1.37,1,257
781,Cozy Brownstone Inn I(studio),240427,Naimah,Brooklyn,Bedford-Stuyvesant,40.68255,-73.91957,Entire home/apt,10,100,3,63,6/18/2019,0.72,2,5
782,Crown Height's Brooklyn Cozy Apt,1151818,Gabrielle,Brooklyn,Crown Heights,40.67392,-73.94662,Entire home/apt,25,250,5,26,10/31/2014,0.28,1,0
783,Amazing West Village 2br,70614,Vimal,Manhattan,West Village,40.73879,-74.00425,Entire home/apt,20,200,27,1,10/2/2012,0.01,1,0
784,Authentic NY Charming Artist Loft,1468658,Barbara,Brooklyn,Greenpoint,40.73321,-73.95587,Entire home/apt,14,140,5,14,6/19/2019,0.16,1,0
785,Beautiful Private Bedroom - Downstairs,1469036,Tw,Manhattan,Harlem,40.80671,-73.95082,Private room,13,130,1,107,6/25/2019,2.38,1,304
786,Kensington/Ditmas Park pied-a-terre,1471384,Dan,Brooklyn,Kensington,40.6433,-73.97386,Entire home/apt,9,90,30,3,7/30/2017,0.05,1,286
787,QT STUDIO FOR ROMANTIC COUPLES,36897,Lydia,Manhattan,Chinatown,40.71601,-73.99123,Entire home/apt,9,90,3,107,5/18/2019,1.17,1,0
788,"Own Room & Bath, Sunny Town House, 18"" to Wall St",1464358,Dian,Brooklyn,Bedford-Stuyvesant,40.68106,-73.9292,Private room,10,97,3,29,6/25/2019,1.57,1,118
789,Cozy & Charming Boerum Hill Flat,322934,Kate,Brooklyn,Gowanus,40.68131,-73.98879,Entire home/apt,9,91,6,69,6/21/2019,0.76,1,265
790,Park Slope Brooklyn!  Sunny Bedroom.,1474071,Diana,Brooklyn,Park Slope,40.67264,-73.98136,Private room,13,125,3,232,7/6/2019,2.52,1,303
791,One bedroom sharing Bathroom,1474637,Eliza,Brooklyn,Cypress Hills,40.67889,-73.86404,Private room,8,75,7,0,,,1,0
792,Spacious East Village Apartment,511175,Luis,Manhattan,East Village,40.7241,-73.97899,Entire home/apt,18,180,7,24,8/10/2018,0.26,2,125
793,Huge Williamsburg Loft..Perfect for Big Groups!,1427381,Elizabeth,Brooklyn,Williamsburg,40.70766,-73.95191,Entire home/apt,30,300,7,0,,,2,354
794,Stylish Garden House - Trendy area,524730,Oz,Brooklyn,Williamsburg,40.71422,-73.9484,Entire home/apt,10,100,19,5,8/3/2016,0.06,2,6
795,Hells Kitchen Ground Fl 1-bedroom,1476954,Jose,Manhattan,Hell's Kitchen,40.76001,-73.99133,Entire home/apt,18,175,3,10,4/21/2019,0.23,1,0
796,Pre War Park Slope on Prospect Park,1366270,Louisa,Brooklyn,South Slope,40.66441,-73.97974,Private room,7,65,4,36,11/12/2018,0.47,2,80
797,Charming Apt in the Best Location!,1482460,Dara,Manhattan,West Village,40.73362,-74.00923,Entire home/apt,24,240,5,94,6/19/2019,1.1,1,134
798,Huge room with private balcony,1475866,Jesper,Manhattan,East Village,40.73119,-73.98819,Private room,30,300,6,1,5/6/2013,0.01,1,0
799,Amazing 1 bedroom apt with NYC View,1486034,Eric,Manhattan,Chelsea,40.74494,-73.9998,Entire home/apt,39,385,1,63,8/3/2018,0.71,1,364
800,Great spacious room by the L train!,1487126,Anamaria,Brooklyn,Bushwick,40.69657,-73.9129,Private room,5,47,15,5,9/11/2013,0.06,1,0
801,Charming Brooklyn Studio,1491538,Erika,Brooklyn,Crown Heights,40.67106,-73.95463,Entire home/apt,11,110,3,238,7/2/2019,2.6,1,297
802,Private Room in Brownstone,1492339,Karin,Manhattan,Harlem,40.80748,-73.95589,Private room,8,75,2,101,10/31/2015,1.1,1,0
803,Bed Stuy Pride! Welcome to Brooklyn,1029021,Jameelah,Brooklyn,Bedford-Stuyvesant,40.68991,-73.93179,Entire home/apt,10,100,3,21,6/24/2019,0.23,3,43
804,Lovely Hell's Kitchen Studio...,1495090,Carey,Manhattan,Hell's Kitchen,40.76147,-73.99152,Entire home/apt,17,165,2,72,7/31/2018,0.82,1,10
805,HOT SPOT FOR 20 AND 30 SOMETHING'S,1495196,Yvette,Brooklyn,Bedford-Stuyvesant,40.68174,-73.91921,Entire home/apt,30,300,2,40,6/23/2019,0.68,1,0
806,"Cozy, Clean Cobble Hill Brownstone",1495141,Keow,Brooklyn,Cobble Hill,40.68538,-74.00056,Entire home/apt,14,140,3,103,8/1/2017,1.13,1,189
807,Bright Loft Apt w Skylight in Wburg,1495502,Olly,Brooklyn,Williamsburg,40.70839,-73.94289,Entire home/apt,12,120,6,66,5/1/2019,0.72,2,17
808,"Cozy, beautiful doormen studio-",1498424,Hibo,Brooklyn,Fort Greene,40.69018,-73.98107,Entire home/apt,18,175,3,35,6/27/2019,0.4,1,289
809,Carroll Gardens Gem-2BD with Garden,1496847,Paul & Ewa,Brooklyn,Carroll Gardens,40.68128,-73.99522,Entire home/apt,28,275,31,121,7/1/2019,1.33,1,305
810,Sunny 1BR Center of East Village!,347036,Jasmine,Manhattan,East Village,40.72948,-73.98694,Entire home/apt,18,179,8,15,8/29/2018,0.19,1,0
811,"2BR in Cobble Hill, Brooklyn, NY",632334,Michael,Brooklyn,Carroll Gardens,40.68353,-73.9914,Entire home/apt,19,189,2,13,9/5/2016,0.18,1,0
812,Perfect East Village Apartment,1502469,Max,Manhattan,East Village,40.72506,-73.98865,Entire home/apt,22,219,2,129,5/11/2019,1.42,1,220
813,Decorators 5-Star Flat West Village,1503831,Elle,Manhattan,West Village,40.72891,-74.00293,Entire home/apt,45,450,20,157,8/11/2016,1.71,1,0
814,Beautiful SoHo Luxury Apartment,815741,Geoff,Manhattan,SoHo,40.7253,-73.99916,Entire home/apt,25,249,5,8,11/26/2016,0.11,1,0
815,2 Rooms in Cottage NYC,1454655,Ronaldo,Queens,Long Island City,40.75295,-73.93228,Private room,7,65,2,5,9/9/2014,0.06,1,362
816,Zen Minimalist w/Garden- Bedford L Stop,1505217,Pia,Brooklyn,Greenpoint,40.71947,-73.95252,Entire home/apt,25,250,4,46,6/23/2019,0.52,1,121
817,Between Two Bridges 2BD -Whole Apt!,207124,Mikki & Bazi,Manhattan,Chinatown,40.71283,-73.99703,Entire home/apt,14,139,30,37,2/16/2019,0.41,1,153
818,BIG LUXURY LINCOLN CENTER AREA STUDIO + !!,1470688,Philip,Manhattan,Upper West Side,40.77338,-73.98887,Entire home/apt,21,209,7,14,6/25/2019,0.16,1,205
819,Brooklyn Beauty - Large 2 bedroom Apartment,1321504,Rohan,Brooklyn,Crown Heights,40.67385,-73.94405,Entire home/apt,12,120,5,37,4/15/2018,0.45,1,310
820,"Entire Apartment in Astoria, 15mins from Manhattan",1509416,Natalia,Queens,Astoria,40.76856,-73.91828,Entire home/apt,7,70,5,1,8/30/2016,0.03,1,0
821,Gorgeous pvt room in West Village,1490696,Alejandra,Manhattan,West Village,40.73908,-74.00378,Private room,9,90,3,209,7/4/2019,2.38,1,236
822,1 bedroom apt in Midtown West,169927,Hubert,Manhattan,Hell's Kitchen,40.7625,-73.9869,Entire home/apt,20,199,3,4,9/12/2018,0.07,1,200
823,Sunny and spacious bedroom,1513294,Urszula,Brooklyn,Bushwick,40.69755,-73.91187,Private room,5,50,60,17,4/1/2019,0.19,2,74
824,Beautiful Spacious One Bedroom,1021834,Svetlana,Brooklyn,Crown Heights,40.67335,-73.96,Entire home/apt,10,100,5,0,,,1,0
825,Room next to Columbia Uni.,910719,Sena,Manhattan,Harlem,40.80497,-73.95146,Entire home/apt,11,110,1,0,,,1,0
826,"Big Apt for Funky Art /Music Lovers, Outdoor Patio",1495502,Olly,Brooklyn,Williamsburg,40.70736,-73.94331,Entire home/apt,16,157,4,54,6/11/2019,0.66,2,12
827,Loft Suite @ The Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73683,-73.9543,Entire home/apt,20,199,3,43,6/22/2019,0.49,28,84
828,NYC Summer Getaway | Full Home 2BR,1521432,Carmen,Queens,Astoria,40.76444,-73.92607,Entire home/apt,19,192,3,7,4/18/2017,0.08,1,0
829,Loft Suite @ The Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.7389,-73.95395,Entire home/apt,20,199,3,75,6/5/2019,0.93,28,84
830,Beautiful New Garden Apartment ,45682,Irina,Manhattan,Upper West Side,40.77611,-73.97808,Entire home/apt,15,150,1,88,6/7/2019,0.99,1,0
831,Loft Suite @ Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73806,-73.95462,Entire home/apt,20,199,3,73,6/30/2019,0.84,28,56
832,Loft Suite @ The Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73661,-73.95479,Entire home/apt,20,199,3,89,7/1/2019,1.06,28,62
833,Loft Suite @ The Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73857,-73.95435,Entire home/apt,20,199,3,23,4/23/2019,0.26,28,81
834,"Lovely apt in Williamsburg, BK",1521604,Summer,Brooklyn,Williamsburg,40.711,-73.96225,Entire home/apt,11,105,3,11,6/23/2019,0.16,1,0
835,Williamsburg HUGE SUNNY next2train!,430188,Pam,Brooklyn,Williamsburg,40.70686,-73.95365,Private room,14,135,28,84,2/16/2019,1.12,6,310
836,Loft Suite @ Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73857,-73.95299,Entire home/apt,20,199,3,54,6/10/2019,0.61,28,60
837,Modern apartment w/ gorgeous view,1523610,Marissa,Brooklyn,Williamsburg,40.71095,-73.95239,Private room,13,125,3,17,5/20/2015,0.19,1,0
838,"Sunny, clean br available",1387286,Felicia,Brooklyn,Williamsburg,40.70918,-73.94881,Private room,6,60,7,1,3/24/2014,0.02,2,0
839,Have Whole Apt! Prime Williamsburg!,1525761,Ric,Brooklyn,Williamsburg,40.71685,-73.96573,Entire home/apt,9,85,1,73,6/19/2019,0.89,1,0
840,Panoramic View Central Park & NYC,568585,Alan,Manhattan,Upper West Side,40.7909,-73.96762,Entire home/apt,30,300,3,36,5/1/2019,0.47,1,29
841,E Williamsburg Apartment with Yard,496164,Todd,Brooklyn,Williamsburg,40.71143,-73.94159,Private room,8,75,2,98,5/31/2019,1.07,2,264
842,Nice Private Room Beauty in Queens,1528912,Weiwei,Queens,Elmhurst,40.737,-73.87444,Private room,6,55,1,63,5/18/2019,0.89,2,341
843,Sublet in Brooklyn/Lefferts Gardens,1530106,Glenn,Brooklyn,Crown Heights,40.66469,-73.96091,Private room,4,44,5,2,9/21/2017,0.09,1,0
844,"Cozy Corner, Bedford Ave  Brooklyn!",1530310,Jacques,Brooklyn,Bedford-Stuyvesant,40.68855,-73.95405,Private room,6,55,5,18,10/10/2018,0.2,3,0
845,"HISTORIC WILLIAMSBURG, BKLYN #1",839679,Brady,Brooklyn,Williamsburg,40.71653,-73.95554,Private room,3,30,3,24,12/4/2013,0.28,3,0
846,Inexpensive apartment in exchange for cat-care,997124,Alison,Brooklyn,Fort Greene,40.69309,-73.97074,Private room,4,35,3,1,5/13/2018,0.07,1,0
847,"Private room in 2 br Apt, Wburg, BK",1535987,Sergio,Brooklyn,Williamsburg,40.70638,-73.96627,Private room,7,70,1,2,1/2/2018,0.05,1,363
848,"Bright, Airy Williamsburg Apt",1536533,Irina,Brooklyn,Williamsburg,40.71629,-73.95786,Entire home/apt,13,130,14,23,11/8/2016,0.25,1,25
849,Large Double Room  Queenbed Wifi,1539749,Edward,Brooklyn,Bedford-Stuyvesant,40.68622,-73.94675,Private room,5,52,2,93,7/7/2019,1.12,4,0
850,"Low$pacious in Williamsburg, Bklyn",1412944,Jason,Brooklyn,Williamsburg,40.71635,-73.94609,Private room,8,75,3,0,,,1,358
851,1 Bdrm in 2 Bdrm Apt in Upper East Lux Drmn Bldng,236421,Jessica,Manhattan,Upper East Side,40.77272,-73.95307,Private room,19,190,3,0,,,2,0
852,Charming 1BD in SoHo,787261,L,Manhattan,SoHo,40.72509,-74.00304,Entire home/apt,25,250,5,152,6/23/2019,1.69,1,109
853,Feel like you never leave your home,1220404,Tom,Brooklyn,East New York,40.66795,-73.89232,Entire home/apt,10,100,1,119,6/30/2019,1.39,2,289
854,Sunny apartment  in Greenpoint,1557998,Eliza,Brooklyn,Greenpoint,40.72582,-73.95843,Entire home/apt,13,130,4,9,4/2/2018,0.1,1,188
855,Furnished Bedroom with private half bath,1550578,Ron,Manhattan,Harlem,40.80637,-73.95433,Private room,14,140,2,44,6/26/2019,0.49,1,260
856,Sunny private room featured in film,1555897,Alice,Brooklyn,Flatbush,40.64387,-73.96855,Private room,8,75,2,158,1/2/2019,1.77,1,168
857,Sunny 1BR East Harlem Apartment,8605,Dimitry,Manhattan,East Harlem,40.7968,-73.93611,Entire home/apt,15,150,7,12,3/26/2016,0.14,1,0
858,The best studio in town,1561505,Ibrahima,Manhattan,East Harlem,40.79596,-73.94463,Entire home/apt,9,90,3,51,5/4/2019,0.57,1,311
859,Fully Furnished 1B/1BTH UWS GEM  1 YR Sublease,1562045,Antonio,Manhattan,Upper West Side,40.78012,-73.98439,Entire home/apt,30,295,1,0,,,1,146
860,Penthouse Studio by Central Park,185753,Carolyn,Manhattan,Upper West Side,40.77508,-73.9799,Entire home/apt,15,150,2,11,6/9/2019,0.13,1,2
861,Your Own 2 Br Apt Bedford and Grand,1570170,Kristina,Brooklyn,Williamsburg,40.71532,-73.96064,Entire home/apt,18,180,3,236,6/18/2019,2.74,2,242
862,Spacious + Sunny Studio in Ft. Greene Brooklyn!,1577493,Tina,Brooklyn,Fort Greene,40.68786,-73.97421,Private room,14,135,3,16,9/1/2018,0.18,1,0
863,2 rooms; private entrance & bath!,1577961,Oona,Brooklyn,Bushwick,40.70793,-73.91987,Private room,7,65,5,123,2/28/2019,1.42,1,46
864,Giant Sunny Bedroom & Private Bath in my Apartment,1586945,Ben,Manhattan,Upper West Side,40.79044,-73.97513,Private room,10,99,3,14,8/19/2015,0.22,1,365
865,Prime location! Backyard & outdoor shower! Unique!,1590548,Magdalena,Brooklyn,Greenpoint,40.72668,-73.95762,Private room,15,149,14,65,12/30/2018,0.73,1,364
866,"Private Room in Artist's Home, Stapleton, SI",1390555,Jonathan,Staten Island,Clifton,40.62318,-74.07848,Private room,6,59,1,50,6/3/2019,0.56,1,352
867,Large Sunny Bedroom with Bay Window,745069,Kimberly,Manhattan,Harlem,40.82286,-73.94596,Private room,8,75,3,33,6/10/2019,0.39,3,301
868,Harlem/Hamilton Heights Sunny Room,745069,Kimberly,Manhattan,Harlem,40.82451,-73.94457,Private room,8,75,3,30,1/1/2019,0.35,3,322
869,Clinton Hill Duplex near Pratt w/Balcony!,1597481,Mary,Brooklyn,Bedford-Stuyvesant,40.69348,-73.95927,Private room,8,75,3,13,1/31/2019,0.15,1,298
870,"Sunny 1 BR, West 80s & Central Park",1385157,Brian,Manhattan,Upper West Side,40.78443,-73.97399,Entire home/apt,11,109,30,18,6/7/2019,0.2,5,285
871,"2 BD / 2BA WITH GARDEN, SLEEPS 6",72747,Karen,Brooklyn,Crown Heights,40.67679,-73.95639,Entire home/apt,23,225,4,1,4/21/2013,0.01,1,342
872,COMFORTABLE ROOM,1601664,Junior,Manhattan,East Harlem,40.79107,-73.94381,Private room,9,86,3,216,5/14/2019,2.44,1,250
873,Charming Ridgewood Soulful  Walk-Up,142147,Richard,Queens,Ridgewood,40.70215,-73.91139,Private room,5,52,2,98,5/1/2019,1.09,1,326
874,"Comfortable, well-appointed room",1606222,P,Brooklyn,Prospect Heights,40.67339,-73.96519,Private room,10,100,2,61,6/2/2019,0.86,1,90
875,2ND AVENUE OFF HOUSTON/LOFTLIKE STU,1613244,Ariel,Manhattan,Lower East Side,40.72209,-73.99274,Entire home/apt,10,99,30,13,4/23/2019,0.34,9,289
876,Share in NYC's trendy East Village,1617817,Chris,Manhattan,East Village,40.73171,-73.98717,Private room,9,89,3,136,7/1/2019,1.52,1,193
877,Historic Brooklyn 2-Bedroom Apt,279078,Andrew & Markus,Brooklyn,Bedford-Stuyvesant,40.69213,-73.951,Entire home/apt,14,135,2,39,6/9/2019,0.47,2,293
878,APT W/ OUTDOOR SPACE!! LONG TERM RENTAL PREFERRED!,1631400,Sean And Kiana,Manhattan,West Village,40.73237,-74.00608,Entire home/apt,20,199,14,65,7/1/2019,0.73,1,155
879,Come and go as  you please in BKLN!,1631733,Jane,Brooklyn,Kensington,40.64354,-73.97777,Entire home/apt,9,89,3,62,1/2/2019,0.71,1,189
880,Room in Huge 1200sf W Harlem Suite,1632149,Michael,Manhattan,Harlem,40.80343,-73.9531,Private room,11,110,3,47,6/30/2019,0.57,1,248
881,"Huge, Sunny, Open Loft in Brooklyn",1633100,Ana,Brooklyn,Bushwick,40.70462,-73.9228,Entire home/apt,12,120,2,42,6/20/2019,0.48,1,238
882,Cozy Nook in Heart of Williamsburg,1639120,Jason,Brooklyn,Williamsburg,40.71394,-73.96267,Private room,6,59,3,207,6/16/2019,2.29,2,284
883,Peaceful Room...,9647066,Maria Luiza,Brooklyn,Bay Ridge,40.6339,-74.02035,Private room,5,49,4,72,7/3/2019,0.81,2,343
884,Cute Room in Historic Loft!,1639884,Nora,Brooklyn,Greenpoint,40.73028,-73.95927,Private room,8,79,14,22,5/2/2019,0.25,1,268
885,Harlem on the Range,1643782,Katy,Manhattan,Harlem,40.8076,-73.94433,Entire home/apt,14,135,30,25,3/31/2019,0.28,1,249
886,Amazing Park Slope Duplex with Deck,516347,Lillian,Brooklyn,South Slope,40.66485,-73.98343,Entire home/apt,19,185,2,215,6/30/2019,2.42,1,291
887,Entire 2 Bedroom Apartment in Williamsburg,1366194,Fabiana,Brooklyn,Williamsburg,40.71279,-73.95852,Entire home/apt,23,225,4,26,6/24/2017,0.73,1,0
888,Big Bright E Village 2BR (Baby Nursery),1644452,Erin,Manhattan,Gramercy,40.73294,-73.98282,Entire home/apt,25,245,5,18,1/2/2018,0.21,1,0
